# ANALYSIS SCRIPT: main_postprocessing.py
# PATH TO RAW DATA: ../numExp01_small_systems/data_N32/
# EQUILIBRATION TIME: t_eq = 500000.000000
# TIMESTAMP: 2022-02-25 09:00:09.360347
# (h) (Ts) (Ts_err) (m_av) (m_serr) (chi) (chi_err) (theta_av) (theta_var) (theta_var_err)
0.5998646205652736 1.3143391518279572 0.010241977475752586 0.38308729708139805 0.0014662732622293725 0.10312915078443591 0.0037594385734097922 0.00694160910014548 1.9227047851015726 0.012636850008398617
0.6189592529793259 1.3281554797396042 0.010779388386384474 0.36182163492165487 0.0016348858232673605 0.12821134819282473 0.005670114098482844 -0.0020121269945207 1.99752378402749 0.010995929117626492
0.6377799245427508 1.351996097576682 0.010546874970555262 0.34220744277522974 0.0017191473336273485 0.14176786766471405 0.005273982760483184 -0.008441936807305442 2.067552013434647 0.010089559924868772
0.6566935486866333 1.3509661255797305 0.01054108682680601 0.316497545797095 0.001848624051200073 0.1639263652201723 0.005522608598778439 0.005392008061369663 2.159192423324974 0.009395933216405878
0.6748103487743402 1.378318351896279 0.011001333987568517 0.29365431442106626 0.00206137579524105 0.20382899147645708 0.008894568693690907 0.0029997209267110265 2.2455867015643096 0.009884098283691994
0.6941443257749736 1.384032429727103 0.010549164083771297 0.26615594972626405 0.0021322096459503556 0.21807778059044247 0.005730812712099406 -0.008548942798486576 2.3383589901341733 0.008482270280266074
0.7130572068310214 1.4549130617165082 0.011674396511051595 0.24716832727818933 0.0022689880967796615 0.24695398937626803 0.009205066943625476 -0.006038281905105775 2.409585244223938 0.009435663048018754
0.7305805064644377 1.502393492211221 0.010424769772901228 0.22986309846465072 0.002265006097838027 0.24608795783174195 0.00807980456041057 -0.0049146076904629556 2.4686106038463236 0.014514620144363987
0.7494502400050822 1.5825593932805164 0.01004248795898438 0.2143708274496271 0.0022616024410014196 0.24534891379565485 0.006854367596921843 -0.010097933715327955 2.523355264928153 0.010804539885790337
0.7697074434727369 1.6772987011806824 0.010156350146458706 0.1965893413427349 0.002171421047323045 0.2261724472886887 0.0062669690650055685 0.000332836976500286 2.589477118785896 0.013595864984424246
0.7877645571712483 1.784166265821887 0.010166202878421947 0.18552167577212825 0.002149426229299492 0.22161374846994394 0.007924627570591987 0.005485130993912355 2.633638700136468 0.015717044295654393
0.8060874025227355 1.9236150356492283 0.010277990837251796 0.18146638707139323 0.002170733081503861 0.22602915470693552 0.006402175974939319 0.001974744561632703 2.6544317598556075 0.011411251711017412
0.8251475690371282 2.061644585608454 0.010909950418462218 0.17461340350854002 0.0021250965733497513 0.21662518827674285 0.007934409241224858 0.0029059324576762016 2.678902472305819 0.011851485369971982
0.8439714515525814 2.1971343129137186 0.010560981278257229 0.1649396177967127 0.002070990430309892 0.2057348173532888 0.006994258666754314 -0.008245373799587782 2.7123407350433846 0.012961096089517643
0.8617048504147581 2.3364662612668816 0.01044932624467522 0.16033140278912245 0.0020192139772439257 0.1955763329203182 0.006484653683578552 0.002978873074131327 2.726046461649353 0.014517839913170825
0.8807326120460437 2.5266775027650628 0.011451631835807193 0.15864589439555535 0.0020667227097004104 0.2048877694537059 0.008229890886782748 6.961188377481727e-05 2.74623820481637 0.013054468463496472
0.899165782646928 2.6776063927758975 0.011503534584107493 0.15284450373609046 0.001989768495371836 0.18991388221108088 0.006898894314894328 -0.006668987574110268 2.7518935256487347 0.011789193959680548
