# ANALYSIS SCRIPT: main_postprocessing.py
# PATH TO RAW DATA: ../numExp01_small_systems/data_N16/
# EQUILIBRATION TIME: t_eq = 500000.000000
# TIMESTAMP: 2022-02-25 09:00:07.417779
# (h) (Ts) (Ts_err) (m_av) (m_serr) (chi) (chi_err) (theta_av) (theta_var) (theta_var_err)
0.6004944850566891 1.2840912395096973 0.014138492960285104 0.41418469884931947 0.001865150136479425 0.08343518019811542 0.0028873468443295254 0.002494310754297804 1.8323600242482898 0.010317442879498678
0.6186273903408711 1.279370591894104 0.014614306311173539 0.39339184982681574 0.0020883638393718366 0.10460054439789171 0.004316849643558014 -0.0016805213111661273 1.8929297448797995 0.01553686530427097
0.6365303348324584 1.3188209434942628 0.01479519738724789 0.37832524227474135 0.0022005572949164776 0.11614137855851162 0.003989729250540572 0.00544780948711499 1.9471561598392182 0.014267540023205448
0.6559588785687775 1.2975230489087586 0.014714336548470285 0.3487949151795211 0.0023560049197387063 0.13312940821708244 0.004668759038538843 -0.002219172669321591 2.041950620190052 0.016054564978084843
0.6744713069853054 1.3506530248209705 0.01497556497593315 0.3351017562822886 0.002471914402300851 0.14655089372226032 0.005237109904675043 -4.835266404918581e-05 2.100978706350728 0.01617865002453847
0.6939726929669515 1.3533430935530602 0.01490473008169374 0.3089659687814566 0.002572964445924162 0.1587775826231161 0.00468511304868589 -0.00848577038391104 2.207625152733376 0.017622888470458026
0.7118205065880352 1.41613744177229 0.014606035413910805 0.2954638296076216 0.002630505905250422 0.16595875864029536 0.004932228785698723 -0.00040190159154506854 2.2425275187668423 0.013895695868345976
0.7321878058415986 1.4666249809388865 0.014040434790068305 0.2765377157958175 0.0026211910765525886 0.1647854935526173 0.005194071086968342 -0.017753400171726594 2.324942056573931 0.016193712154656013
0.7506809560051998 1.5301013043891998 0.014345779516900279 0.2593102838017704 0.002711938328911894 0.17639295424371715 0.006535130494210081 0.007672733095637938 2.3776636940464355 0.014485165957597862
0.7685949659726311 1.6233565285982858 0.014036558732236663 0.25025694617718336 0.002764100953790191 0.1832438539205282 0.00612130970491036 0.0054387766155909855 2.407093784310651 0.016479090005821498
0.7884693191940162 1.7224503092606869 0.014516304862208926 0.23795978631146025 0.0026934176517660184 0.17399189554592484 0.005449945557738846 -0.0023129368569723865 2.460700929883505 0.018124329993002765
0.8056639828532814 1.8367341649774918 0.015219974528599791 0.2335332910137633 0.002670174627832393 0.17100190371418655 0.00614318657607692 -1.5153498090988648e-05 2.468336742425553 0.019002038782581124
0.8254485101230488 1.9133095186592715 0.015032470155413506 0.21531958037291044 0.0026167280924285904 0.16422482557836415 0.005876045150565697 0.0012908010251000183 2.553168247077299 0.014260260666913917
0.8443046227650676 2.0883022864537013 0.015127737374153804 0.21771141447515174 0.0026664194784730443 0.17052127135896816 0.005590563537221264 -0.01242616778519636 2.5431265950045545 0.01879552046239461
0.8616236921141637 2.206733969980447 0.015076641175953689 0.21005909227615802 0.002605176230823831 0.16277804555648842 0.006833559430762626 0.0032775692933430006 2.5737071569530467 0.01845950343069765
0.8815105018755139 2.36205151723142 0.015342621180686267 0.2063646037207552 0.0025811928011147214 0.1597947497362106 0.004741212037907312 -0.0008981500035149826 2.5833080830891566 0.020181436089614146
0.9009059618716477 2.532057959190639 0.016270173192000175 0.20488372942746938 0.0025382561329544066 0.154522776808392 0.006406516813829205 0.001622893712511908 2.580406952320058 0.022141059916903644
